uuid,file_name,file_path,file_type,evidence_category,category,subject,file_size_bytes,confidence_score,location_path
doc-0536,20250404 RE_ DBPR- Architectural Board.eml (14.9 KB).msg,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails\20250404 RE_ DBPR- Architectural Board.eml (14.9 KB).msg,MSG,email,Email,20250404 RE  DBPR  Architectural Board.eml (14.9 KB),35840,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails
doc-0537,20250404 RE_ DBPR- Architectural Board.eml (19.7 KB).msg,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails\20250404 RE_ DBPR- Architectural Board.eml (19.7 KB).msg,MSG,email,Email,20250404 RE  DBPR  Architectural Board.eml (19.7 KB),54784,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails
doc-0538,20250404 RE_ DBPR- Architectural Board.eml (23.5 KB).msg,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails\20250404 RE_ DBPR- Architectural Board.eml (23.5 KB).msg,MSG,email,Email,20250404 RE  DBPR  Architectural Board.eml (23.5 KB),60416,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails
doc-0539,20250404 Re_ DBPR- Architectural Board.eml (28.5 KB).msg,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails\20250404 Re_ DBPR- Architectural Board.eml (28.5 KB).msg,MSG,email,Email,20250404 Re  DBPR  Architectural Board.eml (28.5 KB),64512,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails
doc-0540,20250404 RE_ DBPR- Architectural Board.eml (4.96 MB).msg,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails\20250404 RE_ DBPR- Architectural Board.eml (4.96 MB).msg,MSG,email,Email,20250404 RE  DBPR  Architectural Board.eml (4.96 MB),5147648,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails
doc-0541,20250408 RE_ DBPR- Architectural Board.eml (33.0 KB).msg,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails\20250408 RE_ DBPR- Architectural Board.eml (33.0 KB).msg,MSG,email,Email,20250408 RE  DBPR  Architectural Board.eml (33.0 KB),72704,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails
doc-0542,20250409 RE_ DBPR- Architectural Board.eml (24.1 KB).msg,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails\20250409 RE_ DBPR- Architectural Board.eml (24.1 KB).msg,MSG,email,Email,20250409 RE  DBPR  Architectural Board.eml (24.1 KB),48128,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails
doc-0543,20250409 RE_ DBPR- Architectural Board.eml (36.5 KB).msg,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails\20250409 RE_ DBPR- Architectural Board.eml (36.5 KB).msg,MSG,email,Email,20250409 RE  DBPR  Architectural Board.eml (36.5 KB),77312,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\emails
doc-0544,2022-03-31 1082 - proposed estimate - 6075 english oaks.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices\2022-03-31 1082 - proposed estimate - 6075 english oaks.pdf,PDF,other,Other,6075 English Oaks Project Document,77031,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices
doc-0545,2022-03-31 1415 - invoice 1415 - 6075 English Oaks.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices\2022-03-31 1415 - invoice 1415 - 6075 English Oaks.pdf,PDF,document,Financial Records,6075 English Oaks Project Document,102260,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices
doc-0546,2022-06-27 1515 - invoice - 6075 english oaks - not paid.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices\2022-06-27 1515 - invoice - 6075 english oaks - not paid.pdf,PDF,document,Financial Records,6075 English Oaks Project Document,102475,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices
doc-0547,INVOICE - 1515 - ACTIVITY 0.png,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices\INVOICE - 1515 - ACTIVITY 0.png,IMAGE,other,Photographs/Images,INVOICE   1515   ACTIVITY 0,40925,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices
doc-0548,INVOICE - 1515 - ACTIVITY 1.png,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices\INVOICE - 1515 - ACTIVITY 1.png,IMAGE,other,Photographs/Images,INVOICE   1515   ACTIVITY 1,64065,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices
doc-0549,INVOICE - 1515 - ACTIVITY 2.png,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices\INVOICE - 1515 - ACTIVITY 2.png,IMAGE,other,Photographs/Images,INVOICE   1515   ACTIVITY 2,63778,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices
doc-0550,INVOICE - 1515 - ACTIVITY 3.png,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices\INVOICE - 1515 - ACTIVITY 3.png,IMAGE,other,Photographs/Images,INVOICE   1515   ACTIVITY 3,71148,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices
doc-0551,INVOICE - 1515 - ACTIVITY 4.png,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices\INVOICE - 1515 - ACTIVITY 4.png,IMAGE,other,Photographs/Images,INVOICE   1515   ACTIVITY 4,64442,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices
doc-0552,Project Log - Danny Garcia.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices\Project Log - Danny Garcia.pdf,PDF,other,Other,Project Log   Danny Garcia,13773,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\invoices
doc-0553,20220420.PNG,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts\20220420.PNG,IMAGE,other,Other,20220420,446386,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts
doc-0554,20220608.PNG,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts\20220608.PNG,IMAGE,other,Other,20220608,432912,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts
doc-0555,20220701.PNG,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts\20220701.PNG,IMAGE,other,Other,20220701,308227,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts
doc-0556,20220722.PNG,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts\20220722.PNG,IMAGE,other,Other,20220722,121957,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts
doc-0557,20220929.PNG,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts\20220929.PNG,IMAGE,other,Other,20220929,108537,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts
doc-0558,Thumbs.db,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts\Thumbs.db,OTHER,other,Other,Thumbs,47104,75,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\texts
doc-0559,3.28.22 - 6075_REV #5.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\3.28.22 - 6075_REV #5.bak",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,4327014,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0560,A1 (Rad's conflicted copy 2022-04-21).bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\A1 (Rad's conflicted copy 2022-04-21).bak",OTHER,design_file,Design Files (DWG/CAD),A1 (Rad's conflicted copy 2022 04 21),7547834,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0561,A1.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\A1.bak",OTHER,design_file,Design Files (DWG/CAD),A1,7948727,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0562,A1.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\A1.dwg",DWG,design_file,Design Files (DWG/CAD),A1,7919053,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0563,a1test.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\a1test.bak",OTHER,design_file,Design Files (DWG/CAD),a1test,329189,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0564,A1_1c35014d9.log,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\A1_1c35014d9.log",OTHER,design_file,Design Files (DWG/CAD),A1 1c35014d9,5578,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0565,acad.err,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\acad.err",OTHER,design_file,Design Files (DWG/CAD),acad,200,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0566,DJI_0004.JPG,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\DJI_0004.JPG",IMAGE,design_file,Design Files (DWG/CAD),DJI 0004,7020904,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0567,DJI_0051.MOV,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\DJI_0051.MOV",OTHER,design_file,Design Files (DWG/CAD),DJI 0051,784874799,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0568,DJI_0060.MOV,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\DJI_0060.MOV",OTHER,design_file,Design Files (DWG/CAD),DJI 0060,300061193,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0569,Drawing1_19dcff6c9.log,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\Drawing1_19dcff6c9.log",OTHER,design_file,Design Files (DWG/CAD),Architectural Drawing,685,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0570,E-1.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\E-1.bak",OTHER,design_file,Design Files (DWG/CAD),E 1,1039484,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0571,E-1.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\E-1.dwg",DWG,design_file,Design Files (DWG/CAD),E 1,1334081,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0572,FDN detail.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\FDN detail.dwg",DWG,design_file,Design Files (DWG/CAD),FDN detail,430311,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0573,M-1.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\M-1.bak",OTHER,design_file,Design Files (DWG/CAD),M 1,1035903,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0574,M-1.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\M-1.dwg",DWG,design_file,Design Files (DWG/CAD),M 1,866726,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0575,P-1.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\P-1.bak",OTHER,design_file,Design Files (DWG/CAD),P 1,467732,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0576,P-1.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\P-1.dwg",DWG,design_file,Design Files (DWG/CAD),P 1,467988,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0577,plot.log,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\plot.log",OTHER,design_file,Design Files (DWG/CAD),plot,7257,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0578,"Plumbing Schedules - WSFU, DFU Calculations - PARTIAL.xlsx","\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\Plumbing Schedules - WSFU, DFU Calculations - PARTIAL.xlsx",XLSX,design_file,Design Files (DWG/CAD),"Plumbing Schedules   WSFU, DFU Calculations   PARTIAL",19072,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0579,"Plumbing Schedules - WSFU, DFU Calculations.xlsx","\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\Plumbing Schedules - WSFU, DFU Calculations.xlsx",XLSX,design_file,Design Files (DWG/CAD),"Plumbing Schedules   WSFU, DFU Calculations",19093,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0580,print file.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\print file.bak",OTHER,design_file,Design Files (DWG/CAD),print file,477477,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0581,print file.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\print file.dwg",DWG,design_file,Design Files (DWG/CAD),print file,475566,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0582,Q U E S T I O N S  FOR 6075 ENGLISH OAKS.docx,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\Q U E S T I O N S  FOR 6075 ENGLISH OAKS.docx",DOCX,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,14485,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0583,SITE.PNG,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\SITE.PNG",IMAGE,design_file,Design Files (DWG/CAD),SITE,163088,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0584,T-1.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\T-1.bak",OTHER,design_file,Design Files (DWG/CAD),T 1,449708,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0585,T-1.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\T-1.dwg",DWG,design_file,Design Files (DWG/CAD),T 1,450670,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0586,TIT48.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\TIT48.bak",OTHER,design_file,Design Files (DWG/CAD),TIT48,1514876,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0587,TIT48.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\TIT48.dwg",DWG,design_file,Design Files (DWG/CAD),TIT48,1542438,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files"
doc-0588,6075 English Oaks_0512.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\Archive 2021\6075 English Oaks_0512.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,2336039,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\Archive 2021"
doc-0589,Drawing1_1176c8ce0.log,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\Archive 2021\Drawing1_1176c8ce0.log",OTHER,design_file,Design Files (DWG/CAD),Architectural Drawing,358,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\Archive 2021"
doc-0590,- Section 2.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 2.bak",OTHER,design_file,Design Files (DWG/CAD),  Section 2,3757101,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0591,- Section 2.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 2.dwg",DWG,design_file,Design Files (DWG/CAD),  Section 2,3788340,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0592,- Section 2.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 2.pcp",OTHER,design_file,Design Files (DWG/CAD),  Section 2,22325,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0593,- Section 2_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 2_forensic_report.pdf",PDF,document,Forensic Report/Analysis,  Section 2 forensic report,23258,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0594,- Section 3.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 3.dwg",DWG,design_file,Design Files (DWG/CAD),  Section 3,603949,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0595,- Section 3.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 3.pcp",OTHER,design_file,Design Files (DWG/CAD),  Section 3,22322,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0596,- Section 3_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 3_forensic_report.pdf",PDF,document,Forensic Report/Analysis,  Section 3 forensic report,15811,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0597,- Section 4.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 4.dwg",DWG,design_file,Design Files (DWG/CAD),  Section 4,351067,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0598,- Section 4.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 4.pcp",OTHER,design_file,Design Files (DWG/CAD),  Section 4,22326,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0599,- Section 4_forensic_report.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 4_forensic_report.pdf",PDF,document,Forensic Report/Analysis,  Section 4 forensic report,15811,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0600,- Section 5.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 5.dwg",DWG,design_file,Design Files (DWG/CAD),  Section 5,472347,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0601,- Section 5.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\- Section 5.pcp",OTHER,design_file,Design Files (DWG/CAD),  Section 5,22322,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
